stadiumId,tenantId,teamName,league,conference,conferenceAbbreviation,division,city,state,country,stadiumName,encompassingFacility,nonCorporateName,shortName,nickname,formerNames,surface,roof,constructionCost,renovations,artificialCapacity,capacity,openingDate,firstUsedDate,lastUsedDate,closingDate,active,activeForTeam,visited,visits,logoUrl,markerSizeX,markerSizeY,positionLat,positionLng,imageWithFans,imageEmpty,imageFacade,imageAerial,primaryFieldImage,primaryPerspectiveImage
buccaneer-field-house-charleston-sc-1965,CharlestonSouthernBasketball,Charleston Southern Buccaneers,NCAAM,Big South Conference,Big South,,North Charleston,SC,USA,Buccaneer Field House,,,,Buc Dome,,,Arena,,,,881,1965,1965,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/RfofAdX.png,40,26,32.9807719809844,-80.0670978307427,https://i.imgur.com/ub9GWVw.jpg,https://i.imgur.com/Jw7yPxH.jpg,https://i.imgur.com/zhyADoI.jpg,,https://i.imgur.com/ub9GWVw.jpg,https://i.imgur.com/zhyADoI.jpg
paul-porter-arena-boiling-springs-nc-1982,GardnerWebbBasketball,Gardner-Webb Runnin’ Bulldogs,NCAAM,Big South Conference,Big South,,Boiling Springs,NC,USA,Paul Porter Arena,,,,,,,Arena,,,,4500,1982,1982,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/QbGSvOM.png,33,30,35.2465224562289,-81.6694928730281,https://i.imgur.com/rHRqjh0.jpg,https://i.imgur.com/EFJA0Z1.jpg,https://i.imgur.com/zvDQnmO.jpg,,https://i.imgur.com/rHRqjh0.jpg,https://i.imgur.com/zvDQnmO.jpg
qubein-center-high-point-nc-2021,HighPointBasketball,High Point Panthers,NCAAM,Big South Conference,Big South,,High Point,NC,USA,Nido & Mariana Qubein Arena and Conference Center,,,Qubein Center,,,,Arena,170000000,,,4200,2021,2021,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/WEfBRvZ.png,39,23,35.9783067690562,-79.9967055018502,https://i.imgur.com/WNiIQXF.jpg,https://i.imgur.com/Be4sw90.jpg,https://i.imgur.com/84bUsRG.jpg,,https://i.imgur.com/Be4sw90.jpg,https://i.imgur.com/84bUsRG.jpg
willett-hall-farmville-va-1980,LongwoodBasketball,Longwood Lancers,NCAAM,Big South Conference,Big South,,Farmville,VA,USA,Willett Hall,,,,,Lancer Hall (1980-2004),,Arena,4500000,,,1807,1980,1980,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/5skOdMf.png,38,25,37.2975630369553,-78.3952444244578,https://i.imgur.com/9paDR2Y.jpg,https://i.imgur.com/J1VGXze.jpg,https://i.imgur.com/Ue4N0J4.jpg,,https://i.imgur.com/J1VGXze.jpg,https://i.imgur.com/Ue4N0J4.jpg
templeton-pe-center-clinton-sc-1975,PresbyterianBasketball,Presbyterian Blue Hose,NCAAM,Big South Conference,Big South,,Clinton,SC,USA,Ross E. Templeton Physical Education Center,,,Templeton Physical Education Center,,,,Arena,,,,2300,1975,1975,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/5kDHaXC.png,32,32,34.4650411979283,-81.8686634367907,https://i.imgur.com/NcyyoDN.jpg,https://i.imgur.com/wWJlTOq.jpg,https://i.imgur.com/CkK6VXh.jpg,,https://i.imgur.com/NcyyoDN.jpg,https://i.imgur.com/CkK6VXh.jpg
dedmon-center-radford-va-1981,RadfordBasketball,Radford Highlanders,NCAAM,Big South Conference,Big South,,Radford,VA,USA,Dedmon Center,,,,,,,Arena,,,,3205,1981,1981,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/Gd1prVo.png,32,31,37.1387476744709,-80.5413453385925,https://i.imgur.com/VFZrOw5.jpg,https://i.imgur.com/KHmiHfv.jpg,https://i.imgur.com/szgzLkg.jpg,https://i.imgur.com/h90shpQ.jpg,https://i.imgur.com/VFZrOw5.jpg,https://i.imgur.com/h90shpQ.jpg
kimmel-arena-asheville-nc-2011,UNCAshevilleBasketball,UNC Asheville Bulldogs,NCAAM,Big South Conference,Big South,,Asheville,NC,USA,Kimmel Arena (Wilma M. Sherrill Center),,,Kimmel Arena,,,,Arena,7000000,,,3200,2011,2011,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/nvP3O7g.png,38,25,35.6183388942628,-82.5689121902201,https://i.imgur.com/9bPQoIU.jpg,https://i.imgur.com/vFpes2h.jpg,https://i.imgur.com/AMp2gkV.jpg,,https://i.imgur.com/vFpes2h.jpg,https://i.imgur.com/AMp2gkV.jpg
gb-hodge-center-spartanburg-sc-1973,USCUpstateBasketball,USC Upstate Spartans,NCAAM,Big South Conference,Big South,,Spartanburg,SC,USA,G.B. Hodge Center,,,,,,,Arena,1000000,,,878,1973,1973,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/LilWJj6.png,38,26,34.9957908912678,-81.9688394441966,https://i.imgur.com/3PDVkiF.jpg,https://i.imgur.com/r32wRFr.jpg,https://i.imgur.com/EvpWfCG.jpg,,https://i.imgur.com/r32wRFr.jpg,https://i.imgur.com/EvpWfCG.jpg
winthrop-coliseum-rock-hill-sc-1982,WinthropBasketball,Winthrop Eagles,NCAAM,Big South Conference,Big South,,Rock Hill,SC,USA,Winthrop Coliseum,,,,,,,Arena,10700000,,,6100,1982,1982,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/vfEOqRw.png,35,28,34.9478214915493,-81.0153040111401,https://i.imgur.com/iNcovq1.jpg,https://i.imgur.com/UbuC583.jpg,https://i.imgur.com/ONlRayp.jpg,,https://i.imgur.com/iNcovq1.jpg,https://i.imgur.com/ONlRayp.jpg
state-farm-center-champaign-il-1963,IllinoisBasketball,Illinois Fighting Illini,NCAAM,Big Ten Conference,B1G,,Champaign,IL,USA,State Farm Center,,,,,Assembly Hall (1963-2013),,Arena,8350000,,,15544,1963,1963,,,TRUE,TRUE,TRUE,1,https://i.imgur.com/ce0r3j8.png,29,34,40.0962120434533,-88.2359042017646,https://i.imgur.com/qlT9tnv.jpg,https://i.imgur.com/lohqUuy.jpg,https://i.imgur.com/7yjsIsZ.jpg,https://i.imgur.com/e0SGThN.jpg,https://i.imgur.com/lohqUuy.jpg,https://i.imgur.com/e0SGThN.jpg
assembly-hall-bloomington-in-1971,IndianaBasketball,Indiana Hoosiers,NCAAM,Big Ten Conference,B1G,,Bloomington,IN,USA,Simon Skjodt Assembly Hall,,,Assembly Hall,,Assembly Hall (1971-2016),,Arena,26600000,,,17222,1971,1971,,,TRUE,TRUE,TRUE,1,https://i.imgur.com/GtHErpj.png,29,36,39.180864829886,-86.5221213729481,https://i.imgur.com/W0qv1I1.jpg,https://i.imgur.com/OVPxwno.jpg,https://i.imgur.com/H9Q0Z9H.jpg,https://i.imgur.com/2AmRbWd.jpg,https://i.imgur.com/W0qv1I1.jpg,https://i.imgur.com/H9Q0Z9H.jpg
carver-hawkeye-arena-iowa-city-1983,IowaBasketball,Iowa Hawkeyes,NCAAM,Big Ten Conference,B1G,,Iowa City,IA,USA,Carver-Hawkeye Arena,,,,,,,Arena,18400000,,,15056,1983,1983,,,TRUE,TRUE,TRUE,1,https://i.imgur.com/3jwbfi0.png,36,26,41.6637619490011,-91.5546154305658,https://i.imgur.com/39xG5Dj.jpg,https://i.imgur.com/nzc8VdO.jpg,https://i.imgur.com/T8y09Vh.jpg,https://i.imgur.com/ZO7fvSI.jpg,https://i.imgur.com/39xG5Dj.jpg,https://i.imgur.com/ZO7fvSI.jpg
xfinity-center-college-park-md-2002,MarylandBasketball,Maryland Terrapins,NCAAM,Big Ten Conference,B1G,,College Park,MD,USA,Xfinty Center,,,,,Comcast Center (2002-2014),,Arena,125000000,,,17950,2002,2002,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/SoFfnyg.png,32,32,38.9956973875787,-76.9417849441158,https://i.imgur.com/UlLjGOU.jpg,https://i.imgur.com/oaGXHRO.jpg,https://i.imgur.com/1ZS9qRq.jpg,https://i.imgur.com/GKRZHw7.jpg,https://i.imgur.com/UlLjGOU.jpg,https://i.imgur.com/GKRZHw7.jpg
crisler-center-ann-arbor-mi-1967,MichiganBasketball,Michigan Wolverines,NCAAM,Big Ten Conference,B1G,,Ann Arbor,MI,USA,Crisler Center,,,,,University Events Building (1967-1970) --- Crisler Arena (1970-2011),,Arena,7200000,52000000 (2011-2012),,12707,1967,1967,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/y2qHWfj.png,38,26,42.2654757066279,-83.7467324170608,https://i.imgur.com/bo82DoQ.jpg,https://i.imgur.com/jrlEgKs.jpg,https://i.imgur.com/kCxsdmm.jpg,https://i.imgur.com/Qw76IHC.jpg,https://i.imgur.com/jrlEgKs.jpg,https://i.imgur.com/Qw76IHC.jpg
breslin-center-east-lansing-mi-1989,MichiganStateBasketball,Michigan State Spartans,NCAAM,Big Ten Conference,B1G,,East Lansing,MI,USA,Jack Breslin Student Events Center,,,Breslin Center,,,,Arena,45000000,,,14759,1989,1989,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/TzlW1dL.png,30,35,42.7286406545124,-84.4925963575234,https://i.imgur.com/0XH9hu0.jpg,https://i.imgur.com/x4qqvzf.jpg,https://i.imgur.com/ZnIsH7J.jpg,https://i.imgur.com/vXl5x82.jpg,https://i.imgur.com/0XH9hu0.jpg,https://i.imgur.com/vXl5x82.jpg
williams-arena-minneapolis-1928,MinnesotaBasketball,Minnesota Golden Gophers,NCAAM,Big Ten Conference,B1G,,Minneapolis,MN,USA,Williams Arena,,,,The Barn,Minnesota Field House (1928-1950),,Arena,650000,,,14625,1928,1928,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/DmMpwmV.png,42,24,44.9770512789985,-93.228291301651,https://i.imgur.com/qh4HHmZ.jpg,https://i.imgur.com/tPucjwb.jpg,https://i.imgur.com/uFuL7vn.jpg,https://i.imgur.com/sEhxAPX.jpg,https://i.imgur.com/tPucjwb.jpg,https://i.imgur.com/sEhxAPX.jpg
pinnacle-bank-arena-lincoln-ne-2013,NebraskaBasketball,Nebraska Cornhuskers,NCAAM,Big Ten Conference,B1G,,Lincoln,NE,USA,Pinnacle Bank Arena,,,,The Vault,,,Arena,180800000,,,15500,2013,2013,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/oNtzJGf.png,34,30,40.8179046363908,-96.7126315068332,https://i.imgur.com/vrDpmyl.jpg,https://i.imgur.com/Hxtf8QQ.jpg,https://i.imgur.com/UjGQptK.jpg,https://i.imgur.com/KMnh7WY.jpg,https://i.imgur.com/vrDpmyl.jpg,https://i.imgur.com/UjGQptK.jpg
welsh-ryan-arena-evanston-il-1952,NorthwesternBasketball,Northwestern Wildcats,NCAAM,Big Ten Conference,B1G,,Evanston,IL,USA,Welsh-Ryan Arena,,,,,McGaw Memorial Hall (1952-1983),,Arena,1250000,110000000 (2017-2018),,7039,1952,1952,,,TRUE,TRUE,TRUE,1,https://i.imgur.com/RzXyCpi.png,25,39,42.0669896023063,-87.6924988882291,https://i.imgur.com/rSfOWFj.jpg,https://i.imgur.com/wspbdTL.jpg,https://i.imgur.com/KTtbDNM.jpg,,https://i.imgur.com/rSfOWFj.jpg,https://i.imgur.com/KTtbDNM.jpg
value-city-arena-columbus-oh-1998,OhioStateBasketball,Ohio State Buckeyes,NCAAM,Big Ten Conference,B1G,,Columbus,OH,USA,Value City Arena at the Jerome Schottenstein Center,,Schottenstein Center,Value City Arena,The Schott,,,Arena,110000000,,,18809,1998,1998,,,TRUE,TRUE,TRUE,1,https://i.imgur.com/dKSqkEK.png,32,32,40.0075827436145,-83.0248064017665,https://i.imgur.com/Mt1X63k.jpg,https://i.imgur.com/MOPmg6A.jpg,https://i.imgur.com/IVzUWgf.jpg,https://i.imgur.com/5b8FMHS.jpg,https://i.imgur.com/Mt1X63k.jpg,https://i.imgur.com/IVzUWgf.jpg
bryce-jordan-center-university-park-pa-1996,PennStateBasketball,Penn State Nittany Lions,NCAAM,Big Ten Conference,B1G,,University Park,PA,USA,Bryce Jordan Center,,,,,,,Arena,52762000,,,15261,1996,1996,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/2UuTLn7.png,40,26,40.808514596696,-77.8554639017489,https://i.imgur.com/hetnVQZ.jpg,https://i.imgur.com/zXluazj.jpg,https://i.imgur.com/3RThbgV.jpg,https://i.imgur.com/TxtAkPp.jpg,https://i.imgur.com/hetnVQZ.jpg,https://i.imgur.com/3RThbgV.jpg
mackey-arena-west-lafayette-in-1967,PurdueBasketball,Purdue Boilermakers,NCAAM,Big Ten Conference,B1G,,West Lafayette,IN,USA,Mackey Arena,,,,,Purdue Arena (1967-1972),,Arena,6000000,99500000 (2007-2011),,14804,1967,1967,,,TRUE,TRUE,TRUE,49,https://i.imgur.com/pQiY9k7.png,41,22,40.4332764473796,-86.9161011729209,https://i.imgur.com/VEsNjJL.jpg,https://i.imgur.com/OO5Xm56.jpg,https://i.imgur.com/VT3HuVl.jpg,https://i.imgur.com/TSv3aaT.jpg,https://i.imgur.com/VEsNjJL.jpg,https://i.imgur.com/TSv3aaT.jpg
rac-piscataway-nj-1977,RutgersBasketball,Rutgers Scarlet Knights,NCAAM,Big Ten Conference,B1G,,Piscataway,NJ,USA,Jersey Mike’s Arena,,Rutgers Athletic Center,,The RAC,Rutgers Athletic Center (1977-1986 2019-2021) --- Louis Brown Athletic Center (1986-2019),,Arena,,,,8000,1977,1977,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/DdHyO7s.png,35,28,40.525201048041,-74.4413530017551,https://i.imgur.com/QiLdbsL.jpg,https://i.imgur.com/NliZRBZ.jpg,https://i.imgur.com/bJMZ6ZD.jpg,,https://i.imgur.com/NliZRBZ.jpg,https://i.imgur.com/bJMZ6ZD.jpg
kohl-center-madison-wi-1996,WisconsinBasketball,Wisconsin Badgers,NCAAM,Big Ten Conference,B1G,,Madison,WI,USA,Kohl Center,,,,,,,Arena,76400000,,,17287,1998,1998,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/qz3cHn9.png,33,31,43.0694579282631,-89.3969608728606,https://i.imgur.com/5BttWvT.jpg,https://i.imgur.com/ZSdNLer.jpg,https://i.imgur.com/qR3o0mV.jpg,https://i.imgur.com/jLlhOjn.jpg,https://i.imgur.com/5BttWvT.jpg,https://i.imgur.com/jLlhOjn.jpg
mott-athletics-center-san-luis-obispo-ca-1960,CalPolyBasketball,Cal Poly Mustangs,NCAAM,Big West Conference,Big West,,San Luis Obispo,CA,USA,Robert A. Mott Athletics Center,,,Mott Athletics Center,,Main Gym (1960-1987) --- Mott Gym (1988-2012),,Arena,2200000,,,3032,1960,1960,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/8ZgQeZw.png,32,31,35.298720423848,-120.658720573027,https://i.imgur.com/07jl5vu.jpg,https://i.imgur.com/MIt4wwU.jpg,https://i.imgur.com/E2M35hh.jpg,,https://i.imgur.com/07jl5vu.jpg,https://i.imgur.com/E2M35hh.jpg
icardo-center-bakersfield-ca-1989,CalStateBakersfieldBasketball,Cal State Bakersfield Roadrunners,NCAAM,Big West Conference,Big West,,Bakersfield,CA,USA,Jimmie and Marjorie Icardo Center,,,Icardo Center,,,,Arena,5000000,,,3497,1989,1989,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/h6sTA2J.png,38,27,35.3475238759444,-119.102634430699,https://i.imgur.com/1s3PHYu.jpg,https://i.imgur.com/pperHx3.jpg,https://i.imgur.com/vLHZnbm.jpg,,https://i.imgur.com/pperHx3.jpg,https://i.imgur.com/vLHZnbm.jpg
titan-gym-fullerton-ca-1964,CalStateFullertonBasketball,Cal State Fullerton Titans,NCAAM,Big West Conference,Big West,,Fullerton,CA,USA,Titan Gym,,,,,,,Arena,,,,4000,1964,1964,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/QSY0HqD.png,47,15,33.8833242441921,-117.88607920189,https://i.imgur.com/lxmGiAF.jpg,https://i.imgur.com/X2RabbK.jpg,https://i.imgur.com/In6kjiY.jpg,,https://i.imgur.com/lxmGiAF.jpg,https://i.imgur.com/In6kjiY.jpg
matador-gymnasium-northridge-ca-1962,CalStateNorthridgeBasketball,Cal State Northridge Matadors,NCAAM,Big West Conference,Big West,,Northridge,CA,USA,Matador Gymasium,,,,The Matadome,,,Arena,,,,2400,1962,1962,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/yCmB0f5.png,29,36,34.2419317420732,-118.52591513072,https://i.imgur.com/gz1mavp.jpg,https://i.imgur.com/GchZ5im.jpg,https://i.imgur.com/88oYD6I.jpg,,https://i.imgur.com/GchZ5im.jpg,https://i.imgur.com/88oYD6I.jpg
stan-sheriff-center-honolulu-hi-1994,HawaiiBasketball,Hawaii Rainbow Warriors,NCAAM,Big West Conference,Big West,,Honolulu,HI,USA,SimpliFi Arena at the Stan Sheriff Center,,,Stan Sheriff Center,The Aloha Dome,Special Events Arena (1994-1998) --- Stan Sheriff Center (1998-2020),,Arena,32240000,,,10300,1994,1994,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/42OXMD6.png,35,28,21.2939686949233,-157.819134478799,https://i.imgur.com/wSyTQKt.jpg,https://i.imgur.com/ZdiPLRa.jpg,https://i.imgur.com/Y272Mu4.jpg,https://i.imgur.com/kK6vwgE.jpg,https://i.imgur.com/ZdiPLRa.jpg,https://i.imgur.com/kK6vwgE.jpg
walter-pyramid-long-beach-ca-1994,LongBeachBasketball,Long Beach State Beach,NCAAM,Big West Conference,Big West,,Long Beach,CA,USA,Walter Pyramid,,,,,The Long Beach Pyramid (1994-2005),,Arena,23000000,,6912,4000,1994,1994,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/Sl9B4E0.png,28,34,33.7873711301583,-118.114389201892,https://i.imgur.com/8nCHESO.jpg,https://i.imgur.com/FPOazt6.jpg,https://i.imgur.com/Lja1wSj.jpg,https://i.imgur.com/wiPTqgI.jpg,https://i.imgur.com/8nCHESO.jpg,https://i.imgur.com/Lja1wSj.jpg
university-credit-center-davis-ca-1977,UCDavisBasketball,UC Davis Aggies,NCAAM,Big West Conference,Big West,,Davis,CA,USA,University Credit Union Center,,,,,Recreation Hall (1977-2004) --- Pavilion at the ARC (2004-2021),,Arena,,,7600,6003,1977,1977,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/UxDCMLq.png,47,15,38.5417986047356,-121.759649230635,https://i.imgur.com/5dQ6tBP.jpg,https://i.imgur.com/9PoPcLZ.jpg,https://i.imgur.com/MbTK3Fw.jpg,https://i.imgur.com/Ve40QEM.jpg,https://i.imgur.com/9PoPcLZ.jpg,https://i.imgur.com/Ve40QEM.jpg
bren-events-center-irvine-ca-1987,UCIrvineBasketball,UC Irvine Anteaters,NCAAM,Big West Conference,Big West,,Irvine,CA,USA,Donald Bren Events Center,,,Bren Events Center,The Bren,,,Arena,14000000,,5608,4984,1987,1987,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/5eSwUVK.png,31,33,33.6496542148393,-117.846848125169,https://i.imgur.com/Fj8Nm3L.jpg,https://i.imgur.com/TLVFbt6.jpg,https://i.imgur.com/1i4bhCf.jpg,,https://i.imgur.com/TLVFbt6.jpg,https://i.imgur.com/1i4bhCf.jpg
src-arena-riverside-ca-1994,UCRiversideBasketball,UC Riverside Highlanders,NCAAM,Big West Conference,Big West,,Riverside,CA,USA,Student Recreation Center Arena,,,SRC Arena,,,,Arena,,,,3168,1994,1994,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/vtGU8oC.png,32,31,33.9788461868917,-117.328102473052,https://i.imgur.com/n84Cod6.jpg,https://i.imgur.com/3tqQm5i.jpg,https://i.imgur.com/i1xqhd5.jpg,,https://i.imgur.com/3tqQm5i.jpg,https://i.imgur.com/i1xqhd5.jpg
liontree-arena-san-diego-1995,UCSanDiegoBasketball,UC San Diego Tritons,NCAAM,Big West Conference,Big West,,San Diego,CA,USA,LionTree Arena,,,,,RIMAC Arena (1995-2022),,Arena,,,,5000,1995,1995,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/Qg71Hag.png,32,32,32.8852875904903,-117.239133430744,https://i.imgur.com/AjlSq06.jpg,https://i.imgur.com/HdARXDM.jpg,https://i.imgur.com/idM5Umy.jpg,,https://i.imgur.com/HdARXDM.jpg,https://i.imgur.com/idM5Umy.jpg
uc-santa-barbara-events-center-1979,UCSantaBarbaraBasketball,UC Santa Barbara Gauchos,NCAAM,Big West Conference,Big West,,Santa Barbara,CA,USA,UC Santa Barbara Events Center,,,,The Thunderdome,,,Arena,,,,5000,1979,1979,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/jJvkOjX.png,39,26,34.4139261016644,-119.851612685311,https://i.imgur.com/tAludJD.jpg,https://i.imgur.com/CDFNgUK.jpg,https://i.imgur.com/JYaXSdu.jpg,,https://i.imgur.com/CDFNgUK.jpg,https://i.imgur.com/JYaXSdu.jpg
td-arena-charleston-sc-2008,CharlestonBasketball,Charleston Cougars,NCAAM,Colonial Athletic Association,CAA,,Charleston,SC,USA,TD Arena,,,,,Carolina First Arena (2008-2010),,Arena,47000000,,,5100,2008,2008,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/5qs8pcf.png,30,35,32.7852197572465,-79.9338261349673,https://i.imgur.com/nImjyZR.jpg,https://i.imgur.com/TCHzqsf.jpg,https://i.imgur.com/lJfQKqt.jpg,,https://i.imgur.com/TCHzqsf.jpg,https://i.imgur.com/lJfQKqt.jpg
bob-carpenter-center-newark-de-1992,DelawareBasketball,Delaware Fightin’ Blue Hens,NCAAM,Colonial Athletic Association,CAA,,Newark,DE,USA,Bob Carpenter Arena,,,,The Bob,,,Arena,20500000,,,5100,1992,1992,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/w26BDas.png,36,25,39.6603301068308,-75.7490301133253,https://i.imgur.com/JFZAjrH.jpg,https://i.imgur.com/Txf1U2Q.jpg,https://i.imgur.com/HcxvsyZ.jpg,https://i.imgur.com/OKRG37p.jpg,https://i.imgur.com/JFZAjrH.jpg,https://i.imgur.com/OKRG37p.jpg
daskalakis-athletic-center-philadelphia-1975,DrexelBasketball,Drexel Dragons,NCAAM,Colonial Athletic Association,CAA,,Philadelphia,PA,USA,Daskalakis Athletic Center,,,,The DAC,,,Arena,8642000,,,2509,1975,1975,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/eue990G.png,35,27,39.9563667312968,-75.1906974730179,https://i.imgur.com/BPfKUv0.jpg,https://i.imgur.com/ObKAy6F.jpg,https://i.imgur.com/byt36y5.jpg,,https://i.imgur.com/BPfKUv0.jpg,https://i.imgur.com/byt36y5.jpg
schar-center-elon-nc-2018,ElonBasketball,Elon Phoenix,NCAAM,Colonial Athletic Association,CAA,,Elon,NC,USA,Schar Center,,,,,,,Arena,40000000,,,5100,2018,2018,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/FczQhMq.png,36,28,36.1080428479068,-79.5107861441751,https://i.imgur.com/CgbCy4p.jpg,https://i.imgur.com/JblHRMJ.jpg,https://i.imgur.com/TMs5Cc7.jpg,https://i.imgur.com/SQypfC8.jpg,https://i.imgur.com/JblHRMJ.jpg,https://i.imgur.com/TMs5Cc7.jpg
hampton-convocation-center-hampton-va-1993,HamptonBasketball,Hampton Pirates,NCAAM,Colonial Athletic Association,CAA,,Hampton,VA,USA,Hampton Convocation Center,,,,,,,Arena,12500000,,,7200,1993,1993,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/DQVd7vX.png,36,27,37.0201740972732,-76.3311287478649,https://i.imgur.com/WD6x2al.jpg,https://i.imgur.com/JWXXBm0.jpg,https://i.imgur.com/C2m2uUy.jpg,,https://i.imgur.com/WD6x2al.jpg,https://i.imgur.com/C2m2uUy.jpg
mack-sports-complex-hempstead-ny-2000,HofstraBasketball,Hofstra Pride,NCAAM,Colonial Athletic Association,CAA,,Hempstead,NY,USA,David S. Mack Sports and Exhibition Complex,,,Mack Sports Complex,The Mack,Hofstra Arena (2000-2006),,Arena,15000000,,,5023,2000,2000,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/Kb51QBa.png,36,27,40.7200283751538,-73.5970338919676,https://i.imgur.com/0lfdbcp.jpg,https://i.imgur.com/zTPsTki.jpg,https://i.imgur.com/s5NCoVV.jpg,,https://i.imgur.com/0lfdbcp.jpg,https://i.imgur.com/s5NCoVV.jpg
oceanfirst-bank-center-monmouth-2009,MonmouthBasketball,Monmouth Hawks,NCAAM,Colonial Athletic Association,CAA,,West Long Branch,NJ,USA,OceanFirst Bank Center,,,,,Multipurpose Activity Center (2009-2016),,Arena,57000000,,,4100,2009,2009,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/wNKqhYe.png,36,28,40.2791310942138,-74.0078953305968,https://i.imgur.com/2Zu5cCz.jpg,https://i.imgur.com/IWZNmeC.jpg,https://i.imgur.com/xSSXQX7.jpg,https://i.imgur.com/TkLcgkb.jpg,https://i.imgur.com/2Zu5cCz.jpg,https://i.imgur.com/TkLcgkb.jpg
corbett-sports-center-greensboro-nc-1978,NorthCarolinaATBasketball,North Carolina A&T Aggies,NCAAM,Colonial Athletic Association,CAA,,Greensboro,NC,USA,"Ellis F. Corbett Health, Physical Education and Recreation Center",,,Corbett Sports Center,The Dawg Pound,,,Arena,,,,5000,1978,1978,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/fJuM94z.png,37,27,36.0765544513874,-79.7687041306846,https://i.imgur.com/NSHMDE3.jpg,https://i.imgur.com/88fjS6v.jpg,https://i.imgur.com/IBU5hDY.jpg,,https://i.imgur.com/NSHMDE3.jpg,https://i.imgur.com/IBU5hDY.jpg
matthews-arena-boston-1910,NortheasternBasketball,Northeastern Huskies,NCAAM,Colonial Athletic Association,CAA,,Boston,MA,USA,Matthews Arena,,,,,Boston Arena (1909-1982),,Arena,,12000000 (2018),,5066,1910,1930,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/qwcbILo.png,31,33,42.3410608186834,-71.084609615205,https://i.imgur.com/oOaId31.jpg,https://i.imgur.com/eEOOywI.jpg,https://i.imgur.com/Hnlq89P.jpg,,https://i.imgur.com/eEOOywI.jpg,https://i.imgur.com/Hnlq89P.jpg
island-federal-arena-stony-brook-ny-1990,StonyBrookBasketball,Stony Brook Seawolves,NCAAM,Colonial Athletic Association,CAA,,Stony Brook,NY,USA,Island Federal Credit Union Arena,,,Island Federal Arena,,Stony Brook University Arena (1990-2014),,Arena,17000000,21100000 (2012-2014),,4160,1990,1990,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/jtaCt17.png,25,40,40.9173899573304,-73.1259750017463,https://i.imgur.com/7bpSCIp.jpg,https://i.imgur.com/Nes5Vy6.jpg,https://i.imgur.com/zNObl7s.jpg,,https://i.imgur.com/Nes5Vy6.jpg,https://i.imgur.com/zNObl7s.jpg
secu-arena-towson-md-2013,TowsonBasketball,Towson Tigers,NCAAM,Colonial Athletic Association,CAA,,Towson,MD,USA,SECU Arena,,,,,,,Arena,85000000,,,5200,2013,2013,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/3vkDmWX.png,38,26,39.387363495336,-76.6171505729437,https://i.imgur.com/bjY353g.jpg,https://i.imgur.com/4OrFgAz.jpg,https://i.imgur.com/2WFrqto.jpg,,https://i.imgur.com/4OrFgAz.jpg,https://i.imgur.com/2WFrqto.jpg
trask-coliseum-wilmington-nc-1977,UNCWilmingtonBasketball,UNC Wilmington Seahawks,NCAAM,Colonial Athletic Association,CAA,,Wilmington,NC,USA,Trask Coliseum,,,,,,,Arena,,,,5200,1977,1977,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/yUcQpry.png,30,34,34.2248971384889,-77.8783304018838,https://i.imgur.com/tqxs8OO.jpg,https://i.imgur.com/7ecsECm.jpg,https://i.imgur.com/92nzZC7.jpg,,https://i.imgur.com/7ecsECm.jpg,https://i.imgur.com/92nzZC7.jpg
